gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2990381086	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_4_algae_occ6	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.6	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.855Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381083	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_3_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.2	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.855Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381080	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_2_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				10.8	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.855Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381077	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_1_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0						2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.854Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381070	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20150903_6_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.2	0.0	2015-09-03	3	9	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.854Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381066	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20150903_5_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.3	0.0	2015-09-03	3	9	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.854Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381063	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20150903_4_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.2	0.0	2015-09-03	3	9	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.853Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381059	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20150903_3_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				11.4	0.0	2015-09-03	3	9	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.853Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381046	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_6_algae_occ8	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				2.9	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.852Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381043	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_5_algae_occ7	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.6	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.852Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381041	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_4_algae_occ6	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.6	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.852Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381038	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_3_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.7	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.852Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381036	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_2_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.6	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.851Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990381017	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20131022_1_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				7.3	0.0	2013-10-22	22	10	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.850Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380992	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20101117_3_algae_occ7	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				10.5	0.0	2010-11-17	17	11	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.848Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380071	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20190806_6_algae_occ7	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.9	0.0	2019-08-06	6	8	2019	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380069	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20190806_5_algae_occ6	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.9	0.0	2019-08-06	6	8	2019	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380067	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20190806_4_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				10.5	0.0	2019-08-06	6	8	2019	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380065	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20190806_3_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.3	0.0	2019-08-06	6	8	2019	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380062	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20190806_2_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.6	0.0	2019-08-06	6	8	2019	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380045	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_4_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.9	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.835Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380042	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_3_algae_occ8	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				9.0	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.835Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380039	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_2_algae_occ7	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.6	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.835Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990380036	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_1_algae_occ6	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.6	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.835Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990379963	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20150903_2_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.2	0.0	2015-09-03	3	9	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.830Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378847	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	NorthMonastery_20150718_5_algae_occ10	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	North Monastery		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	36.526806	-121.926544	250.0				2.7	0.0	2015-07-18	18	7	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.708Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378846	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	NorthMonastery_20140712_4_algae_occ14	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	North Monastery		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	36.526806	-121.926544	250.0				5.6	0.0	2014-07-12	12	7	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.708Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378845	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	NorthMonastery_20140712_1_algae_occ13	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	North Monastery		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	36.526806	-121.926544	250.0				6.9	0.0	2014-07-12	12	7	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.708Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378844	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	NorthMonastery_20130808_5_algae_occ10	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	North Monastery		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	36.526806	-121.926544	250.0				5.9	0.0	2013-08-08	8	8	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.707Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378842	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	NorthMonastery_20110730_4_algae_occ13	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	North Monastery		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	36.526806	-121.926544	250.0				3.7	0.0	2011-07-30	30	7	2011	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.707Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378839	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	NorthMonastery_20100924_2_algae_occ13	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	North Monastery		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	36.526806	-121.926544	250.0				7.3	0.0	2010-09-24	24	9	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.707Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378151	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_6_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.9	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.501Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378148	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_5_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				9.3	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.501Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378146	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20180829_4_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.9	0.0	2018-08-29	29	8	2018	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.501Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990378129	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20170829_6_algae_occ8	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.4	0.0	2017-08-29	29	8	2017	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.499Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
